1000 47978
232 153 22
232 175 19
232 197 9
232 222 33
232 245 28
232 301 35
232 309 38
232 317 38
232 331 45
232 333 7
232 364 21
232 371 9
232 377 8
232 382 16
232 392 48
232 395 26
232 405 40
232 406 2
232 421 33
232 426 32
232 432 45
232 443 47
232 568 41
232 599 4
232 613 29
232 636 34
232 660 4
232 679 33
232 692 11
232 698 40
232 707 43
232 714 21
232 719 8
232 751 34
232 755 12
232 756 4
232 767 32
232 773 31
232 789 42
232 796 33
232 827 12
232 857 17
232 860 14
232 866 5
232 906 20
232 951 18
232 952 20
232 976 14
233 3 13
233 26 45
233 47 28
233 72 28
233 73 31
233 99 24
233 100 27
233 144 19
233 151 19
233 205 3
233 209 50
233 223 39
233 230 46
233 235 1
233 291 29
233 306 33
233 321 18
233 324 36
233 355 24
233 371 0
233 376 45
233 435 16
233 443 3
233 463 20
233 478 18
233 483 18
233 490 32
233 509 20
233 535 6
233 577 3
233 594 39
233 624 19
233 625 37
233 642 49
233 656 3
233 677 30
233 743 6
233 758 18
233 768 4
233 778 16
233 780 21
233 899 -2
233 901 28
233 932 0
233 952 30
233 958 30
233 961 38
233 967 30
233 971 44
233 975 48
233 984 3
234 4 -2
234 35 17
234 39 3
234 60 36
234 76 -2
234 130 23
234 131 33
234 135 36
234 181 25
234 186 8
234 191 -2
234 198 38
234 199 3
234 217 18
234 237 20
234 293 23
234 310 49
234 314 2
234 315 8
234 354 44
234 384 26
234 389 19
234 400 22
234 462 25
234 467 47
234 483 31
234 494 18
234 511 8
234 590 10
234 603 21
234 611 20
234 627 40
234 657 28
234 673 14
234 681 37
234 687 36
234 706 0
234 751 16
234 752 22
234 773 12
234 796 31
234 813 0
234 823 -2
234 834 47
234 845 50
234 854 40
234 861 12
234 915 28
234 947 17
234 954 28
234 960 5
234 963 34
234 964 39
234 997 22
235 12 7
235 16 13
235 20 4
235 29 18
235 48 3
235 69 13
235 91 37
235 94 46
235 95 1
235 102 2
235 130 6
235 140 8
235 197 24
235 211 3
235 234 12
235 251 37
235 258 11
235 275 27
235 287 41
235 304 42
235 329 0
235 337 26
235 393 50
235 397 43
235 437 39
235 451 39
235 453 10
235 493 -2
235 497 48
235 531 -2
235 532 39
235 539 6
235 546 -2
235 597 43
235 611 48
235 621 1
235 625 20
235 626 28
235 627 22
235 635 29
235 638 41
235 653 0
235 777 13
235 831 37
235 839 28
235 844 36
235 898 22
235 938 31
235 959 24
235 984 8
235 995 33
236 5 48
236 20 40
236 45 46
236 50 45
236 53 31
236 67 36
236 90 15
236 103 35
236 108 11
236 109 8
236 127 29
236 163 -2
236 184 41
236 188 31
236 218 37
236 254 36
236 261 44
236 264 24
236 273 20
236 281 26
236 292 6
236 308 22
236 348 10
236 361 48
236 397 13
236 431 9
236 482 28
236 490 48
236 507 9
236 508 22
236 534 28
236 562 20
236 572 21
236 575 12
236 612 22
236 666 29
236 679 24
236 689 38
236 724 30
236 754 13
236 760 -1
236 763 42
236 765 18
236 770 39
236 777 -2
236 811 28
236 823 34
236 837 6
236 858 3
236 892 50
236 909 48
236 912 40
236 942 41
236 945 16
236 979 8
236 983 23
237 24 5
237 49 44
237 63 24
237 79 44
237 93 25
237 116 38
237 130 30
237 136 24
237 141 4
237 143 2
237 147 27
237 191 39
237 193 -2
237 195 43
237 215 32
237 222 23
237 258 23
237 260 33
237 298 47
237 304 14
237 332 30
237 343 30
237 380 34
237 395 36
237 419 42
237 463 31
237 477 3
237 491 35
237 526 32
237 536 5
237 540 7
237 542 17
237 557 30
237 602 35
237 609 39
237 620 9
237 633 23
237 667 46
237 675 20
237 682 41
237 709 36
237 713 23
237 726 10
237 728 14
237 732 10
237 772 49
237 781 -1
237 790 40
237 799 11
237 814 17
237 816 25
237 821 1
237 857 44
237 868 2
237 870 37
237 894 17
237 904 33
237 916 21
237 917 47
237 947 39
237 964 7
237 976 41
237 996 50
238 12 33
238 25 19
238 36 15
238 38 42
238 55 9
238 76 20
238 82 48
238 118 44
238 190 9
238 202 43
238 255 0
238 266 28
238 299 11
238 321 20
238 326 3
238 340 45
238 399 23
238 417 21
238 419 2
238 428 19
238 459 10
238 462 25
238 464 33
238 470 3
238 493 30
238 515 28
238 526 44
238 583 21
238 604 6
238 711 28
238 720 24
238 730 9
238 771 39
238 802 37
238 806 34
238 809 24
238 814 26
238 826 33
238 866 44
238 896 42
238 900 47
238 912 50
238 927 39
238 952 20
238 962 28
238 975 10
238 982 19
238 992 21
238 994 16
239 14 17
239 19 27
239 43 4
239 68 36
239 72 50
239 129 6
239 139 49
239 168 21
239 174 10
239 190 14
239 211 48
239 260 25
239 276 13
239 297 5
239 329 4
239 343 10
239 356 35
239 371 32
239 379 33
239 386 27
239 486 7
239 525 0
239 551 0
239 578 20
239 584 46
239 590 16
239 596 12
239 620 37
239 677 5
239 682 28
239 684 3
239 723 0
239 741 3
239 813 18
239 851 7
239 911 23
239 994 39
240 6 50
240 22 9
240 30 24
240 53 25
240 55 47
240 67 13
240 121 6
240 122 43
240 128 30
240 138 0
240 152 45
240 160 38
240 193 40
240 225 48
240 265 0
240 281 19
240 341 30
240 378 25
240 387 27
240 395 17
240 425 10
240 469 9
240 489 45
240 498 3
240 592 18
240 608 16
240 652 18
240 686 37
240 703 12
240 735 -1
240 804 34
240 840 45
240 873 10
240 896 4
240 924 9
240 930 32
241 38 43
241 53 40
241 56 2
241 57 21
241 66 43
241 74 -2
241 98 5
241 158 37
241 159 2
241 199 7
241 204 18
241 212 14
241 231 49
241 259 23
241 266 8
241 269 33
241 330 37
241 351 25
241 372 48
241 383 5
241 398 42
241 399 36
241 414 28
241 418 46
241 422 49
241 429 39
241 490 7
241 509 24
241 510 5
241 549 50
241 587 6
241 603 0
241 633 35
241 650 21
241 660 39
241 765 10
241 804 3
241 825 -2
241 828 15
241 856 3
241 860 16
241 874 11
241 908 20
241 918 47
241 955 37
241 956 5
241 958 8
241 978 36
242 3 47
242 100 32
242 111 1
242 112 47
242 115 14
242 133 8
242 149 30
242 248 36
242 249 39
242 253 20
242 260 37
242 262 19
242 273 39
242 282 29
242 297 37
242 368 44
242 382 14
242 387 22
242 397 30
242 401 49
242 408 10
242 411 19
242 487 20
242 525 13
242 560 25
242 566 45
242 578 8
242 592 16
242 596 29
242 604 36
242 625 24
242 637 42
242 655 31
242 674 3
242 711 4
242 717 1
242 726 46
242 730 6
242 734 44
242 796 48
242 819 22
242 841 -1
242 861 35
242 883 33
242 905 34
242 912 23
242 966 6
242 967 30
243 7 37
243 8 25
243 22 5
243 26 17
243 37 30
243 68 0
243 84 6
243 93 9
243 95 5
243 122 7
243 142 29
243 165 0
243 170 12
243 182 33
243 201 5
243 207 12
243 227 19
243 230 41
243 245 37
243 248 39
243 259 9
243 272 19
243 282 2
243 283 18
243 299 8
243 313 17
243 317 23
243 358 8
243 359 25
243 367 1
243 377 7
243 455 41
243 469 5
243 485 26
243 500 36
243 507 18
243 537 50
243 558 49
243 612 27
243 620 3
243 644 49
243 698 -2
243 743 24
243 780 13
243 804 2
243 864 12
243 898 19
243 925 33
243 937 18
243 938 43
243 950 6
243 961 15
243 972 19
243 989 40
244 19 17
244 52 8
244 68 12
244 75 43
244 79 3
244 84 -1
244 94 17
244 96 18
244 100 40
244 136 28
244 150 45
244 156 24
244 164 31
244 194 0
244 225 17
244 237 4
244 269 48
244 273 26
244 291 31
244 354 4
244 360 40
244 369 3
244 394 -2
244 404 5
244 405 30
244 462 20
244 473 21
244 475 45
244 490 43
244 493 32
244 532 42
244 546 34
244 556 32
244 566 27
244 603 41
244 656 50
244 661 21
244 732 39
244 745 15
244 754 18
244 755 7
244 759 0
244 765 0
244 777 46
244 800 21
244 811 15
244 829 36
244 848 42
244 878 18
244 934 48
244 936 10
245 9 21
245 21 8
245 53 1
245 74 31
245 125 49
245 142 3
245 148 28
245 161 23
245 165 22
245 212 0
245 237 7
245 262 50
245 263 28
245 266 25
245 278 15
245 308 9
245 309 40
245 319 1
245 336 5
245 404 12
245 410 1
245 420 10
245 448 20
245 450 7
245 454 0
245 475 -2
245 499 9
245 521 10
245 544 5
245 545 20
245 570 48
245 624 25
245 656 21
245 662 33
245 669 15
245 671 24
245 688 41
245 700 38
245 703 -2
245 716 35
245 730 30
245 761 21
245 767 17
245 804 38
245 854 14
245 869 4
245 894 33
245 928 7
245 964 36
245 972 41
246 3 8
246 14 30
246 16 6
246 22 38
246 34 8
246 64 46
246 150 21
246 160 18
246 177 26
246 206 12
246 229 6
246 236 4
246 266 18
246 281 27
246 356 2
246 360 19
246 434 47
246 442 45
246 455 4
246 462 9
246 485 13
246 488 49
246 560 48
246 568 -1
246 584 31
246 594 16
246 621 32
246 632 4
246 662 8
246 691 21
246 692 7
246 713 7
246 725 33
246 753 14
246 762 22
246 781 16
246 790 5
246 801 17
246 807 5
246 820 37
246 834 43
246 842 44
246 843 44
246 847 32
246 858 22
246 864 31
246 873 7
246 918 25
246 930 6
246 941 8
246 958 34
246 969 -1
246 975 3
246 978 45
246 979 3
247 13 49
247 30 24
247 53 20
247 54 14
247 59 44
247 71 31
247 86 15
247 89 50
247 100 48
247 152 26
247 221 39
247 239 15
247 369 5
247 370 41
247 372 29
247 377 39
247 381 45
247 399 32
247 426 37
247 433 36
247 444 48
247 447 15
247 463 24
247 510 10
247 521 34
247 539 20
247 637 35
247 655 41
247 667 24
247 669 1
247 686 26
247 698 42
247 710 4
247 718 44
247 732 3
247 734 34
247 747 27
247 750 4
247 831 20
247 833 50
247 835 35
247 854 33
247 907 49
247 915 28
247 927 21
247 934 31
247 937 39
247 940 33
247 950 42
247 957 24
247 991 21
248 16 3
248 33 34
248 65 18
248 100 24
248 132 19
248 209 27
248 221 12
248 227 16
248 245 -1
248 247 4
248 257 27
248 263 14
248 341 17
248 395 7
248 405 0
248 415 24
248 427 45
248 463 30
248 534 14
248 547 49
248 561 25
248 569 30
248 572 29
248 597 38
248 605 49
248 613 3
248 620 28
248 630 12
248 656 18
248 659 36
248 674 7
248 687 17
248 701 15
248 732 36
248 752 33
248 775 32
248 777 18
248 854 20
248 866 10
248 870 42
248 879 45
248 881 1
248 887 41
248 892 42
248 906 19
248 940 17
248 958 31
248 989 45
248 999 44
249 83 10
249 100 36
249 116 42
249 118 2
249 129 31
249 130 11
249 134 26
249 155 16
249 173 10
249 180 7
249 194 30
249 206 17
249 226 45
249 232 16
249 253 12
249 259 42
249 283 44
249 292 50
249 298 13
249 313 41
249 373 37
249 403 4
249 413 6
249 431 8
249 450 38
249 467 -1
249 489 14
249 528 34
249 615 -2
249 627 11
249 662 1
249 707 16
249 732 39
249 768 28
249 809 18
249 817 15
249 899 21
249 913 38
249 929 31
249 979 21
249 991 47
250 6 40
250 10 32
250 61 8
250 85 37
250 90 11
250 91 37
250 93 14
250 108 14
250 143 50
250 145 37
250 150 -2
250 159 9
250 161 27
250 178 12
250 192 29
250 199 10
250 232 28
250 246 40
250 256 36
250 295 18
250 307 9
250 326 33
250 359 -2
250 384 39
250 385 27
250 397 27
250 421 45
250 460 35
250 462 3
250 473 43
250 477 7
250 520 39
250 524 30
250 527 50
250 530 39
250 538 41
250 559 26
250 625 43
250 634 29
250 639 4
250 661 10
250 698 14
250 708 -1
250 728 18
250 735 17
250 770 5
250 773 50
250 792 10
250 839 49
250 857 4
250 865 34
250 884 13
250 915 44
250 929 46
250 967 3
251 13 46
251 23 11
251 36 7
251 46 48
251 87 40
251 116 2
251 195 48
251 205 23
251 208 39
251 261 38
251 269 18
251 274 11
251 331 0
251 341 32
251 385 48
251 396 22
251 433 22
251 442 5
251 448 14
251 451 17
251 473 0
251 482 33
251 505 15
251 527 50
251 536 39
251 540 15
251 547 10
251 591 33
251 612 2
251 638 0
251 667 8
251 681 -2
251 703 36
251 708 31
251 732 4
251 734 17
251 754 17
251 763 33
251 770 9
251 804 9
251 849 1
251 894 22
251 909 17
251 912 14
251 916 23
251 920 18
251 922 42
251 928 27
251 987 25
251 990 20
252 7 41
252 27 16
252 65 49
252 67 26
252 72 49
252 119 14
252 124 16
252 139 43
252 200 -1
252 216 23
252 225 2
252 274 1
252 304 47
252 324 25
252 344 16
252 347 8
252 349 33
252 400 45
252 439 3
252 447 33
252 460 7
252 473 34
252 475 20
252 520 25
252 527 -2
252 529 -2
252 582 35
252 595 37
252 599 43
252 605 20
252 609 22
252 626 7
252 657 34
252 660 -1
252 698 50
252 717 -1
252 727 10
252 731 40
252 745 27
252 756 19
252 783 33
252 790 40
252 845 25
252 850 42
252 862 43
252 866 43
252 921 12
252 937 27
252 941 10
252 972 14
252 998 31
253 14 34
253 39 3
253 51 0
253 53 8
253 57 44
253 58 37
253 74 0
253 86 18
253 89 18
253 98 33
253 138 41
253 179 37
253 187 2
253 189 5
253 191 0
253 222 6
253 233 32
253 282 31
253 338 1
253 341 7
253 360 19
253 392 18
253 405 32
253 407 6
253 439 42
253 466 23
253 469 15
253 470 18
253 472 29
253 481 50
253 517 24
253 529 17
253 591 30
253 597 25
253 629 5
253 632 7
253 644 22
253 665 45
253 683 9
253 687 33
253 702 21
253 735 8
253 775 37
253 778 17
253 781 25
253 782 19
253 788 45
253 808 48
253 820 19
253 845 12
253 846 16
253 887 30
253 903 48
253 934 14
253 951 26
253 961 11
253 978 21
254 13 14
254 51 7
254 152 42
254 154 35
254 157 49
254 160 20
254 175 22
254 190 25
254 195 49
254 199 11
254 200 23
254 248 36
254 279 14
254 343 39
254 355 6
254 357 45
254 402 11
254 417 9
254 464 18
254 496 32
254 550 -1
254 578 7
254 594 33
254 605 -2
254 678 43
254 679 22
254 681 36
254 691 3
254 701 4
254 716 18
254 729 50
254 742 10
254 752 38
254 759 42
254 777 1
254 792 -2
254 794 36
254 844 17
254 857 17
254 883 46
254 936 41
254 947 23
254 949 18
254 951 37
254 953 40
254 954 26
254 966 8
254 986 8
255 2 44
255 10 41
255 15 10
255 24 5
255 29 2
255 42 11
255 81 2
255 86 43
255 89 22
255 123 44
255 144 -2
255 154 43
255 210 23
255 223 20
255 232 18
255 256 32
255 268 2
255 278 14
255 282 49
255 307 2
255 357 5
255 386 3
255 413 48
255 422 35
255 430 38
255 467 6
255 547 5
255 581 11
255 593 49
255 599 3
255 665 17
255 678 8
255 698 41
255 750 7
255 755 11
255 757 42
255 760 44
255 772 24
255 811 -1
255 823 42
255 846 17
255 859 6
255 874 26
255 875 38
255 902 2
255 918 28
255 933 19
255 938 36
255 949 6
256 1 35
256 7 20
256 13 33
256 24 21
256 35 28
256 64 38
256 65 31
256 71 -2
256 85 8
256 105 16
256 106 0
256 127 4
256 131 10
256 162 13
256 188 34
256 191 50
256 194 19
256 230 50
256 241 40
256 265 5
256 309 39
256 313 -1
256 340 21
256 399 33
256 475 45
256 486 36
256 492 34
256 522 5
256 585 47
256 616 16
256 618 14
256 632 1
256 643 17
256 666 29
256 675 9
256 678 33
256 739 15
256 764 19
256 804 21
256 805 9
256 807 17
256 808 35
256 811 6
256 826 50
256 832 -2
256 894 40
256 901 25
256 907 31
256 917 22
256 929 45
256 966 21
256 967 5
256 997 26
256 1000 36
257 19 42
257 22 3
257 39 5
257 63 42
257 71 -1
257 93 10
257 108 21
257 135 6
257 167 23
257 175 16
257 185 0
257 190 40
257 225 40
257 232 32
257 235 40
257 294 20
257 318 10
257 323 48
257 326 11
257 335 41
257 345 21
257 348 23
257 350 29
257 353 27
257 359 19
257 379 14
257 406 22
257 421 17
257 458 5
257 469 21
257 476 17
257 485 50
257 500 5
257 506 15
257 513 0
257 537 41
257 567 42
257 595 35
257 606 6
257 616 33
257 655 45
257 673 22
257 760 5
257 769 19
257 789 9
257 802 20
257 829 15
257 841 3
257 843 1
257 870 -2
257 901 43
257 915 32
257 923 33
257 928 8
257 956 28
257 957 46
257 978 -1
257 996 29
258 9 29
258 10 20
258 51 40
258 80 38
258 107 43
258 119 0
258 196 12
258 203 36
258 239 3
258 251 21
258 297 1
258 307 25
258 327 -1
258 336 20
258 343 23
258 352 47
258 376 -2
258 398 46
258 410 -2
258 448 17
258 484 44
258 490 33
258 520 11
258 528 9
258 540 32
258 548 1
258 552 20
258 570 48
258 582 41
258 586 27
258 612 28
258 643 28
258 676 17
258 740 13
258 747 -2
258 810 37
258 843 32
258 852 3
258 869 45
258 870 -2
258 893 26
258 898 41
258 932 3
258 935 14
258 937 39
258 938 13
258 967 18
258 985 16
259 30 13
259 113 11
259 115 23
259 119 14
259 149 17
259 156 13
259 176 23
259 179 50
259 191 2
259 199 8
259 282 4
259 285 26
259 300 12
259 324 40
259 385 46
259 399 13
259 419 48
259 441 4
259 451 39
259 460 5
259 466 1
259 475 11
259 486 -2
259 499 18
259 524 14
259 531 33
259 532 3
259 570 43
259 594 50
259 596 34
259 640 11
259 643 23
259 659 23
259 673 35
259 690 23
259 703 -2
259 732 46
259 737 34
259 741 22
259 746 47
259 762 46
259 770 45
259 772 28
259 773 6
259 777 33
259 801 35
259 803 38
259 811 42
259 833 7
259 842 13
259 851 35
259 855 -2
259 864 21
259 872 23
259 909 40
259 951 49
259 969 14
260 38 9
260 82 11
260 145 33
260 201 12
260 244 7
260 252 24
260 258 30
260 270 27
260 281 4
260 287 27
260 345 2
260 490 5
260 501 22
260 540 26
260 550 43
260 569 5
260 633 44
260 639 50
260 728 27
260 752 4
260 754 36
260 775 27
260 793 16
260 798 33
260 813 40
260 848 38
260 875 35
260 901 21
260 907 36
260 918 13
260 934 3
260 950 32
260 956 4
260 980 -2
261 10 37
261 21 37
261 38 45
261 92 28
261 143 30
261 146 47
261 168 7
261 195 20
261 237 13
261 240 42
261 249 18
261 269 13
261 272 6
261 310 9
261 334 43
261 336 32
261 339 9
261 397 6
261 453 5
261 455 45
261 484 40
261 534 5
261 540 32
261 544 41
261 568 9
261 667 44
261 709 -2
261 733 36
261 736 29
261 746 15
261 749 15
261 783 8
261 808 22
261 809 35
261 810 47
261 842 41
261 853 41
261 878 14
261 902 42
261 911 22
261 918 26
261 924 22
261 926 8
261 937 29
261 973 39
261 979 26
262 102 16
262 114 43
262 158 29
262 195 12
262 232 1
262 266 12
262 279 19
262 290 18
262 336 23
262 344 13
262 345 28
262 377 22
262 420 49
262 443 46
262 447 44
262 448 26
262 461 14
262 480 13
262 488 22
262 502 22
262 504 25
262 535 50
262 603 -1
262 616 20
262 659 48
262 671 11
262 742 32
262 759 23
262 827 19
262 852 31
262 859 15
262 861 37
262 883 13
262 900 33
262 915 35
262 925 43
262 928 40
262 953 31
262 998 20
263 20 29
263 39 25
263 52 24
263 58 48
263 79 17
263 109 10
263 112 30
263 155 41
263 177 21
263 278 42
263 299 46
263 301 25
263 325 12
263 337 48
263 345 26
263 366 46
263 385 33
263 419 17
263 444 47
263 449 13
263 469 29
263 504 31
263 512 49
263 517 27
263 522 25
263 536 11
263 559 33
263 578 28
263 584 -1
263 617 -1
263 634 39
263 685 44
263 718 27
263 719 30
263 738 20
263 742 32
263 744 17
263 753 49
263 754 44
263 769 14
263 789 14
263 807 46
263 823 0
263 854 39
263 876 18
263 890 21
263 933 44
263 952 50
263 974 9
263 977 40
263 997 18
264 18 33
264 32 38
264 64 17
264 106 25
264 109 13
264 119 0
264 123 23
264 128 24
264 167 32
264 174 24
264 206 15
264 237 17
264 271 17
264 278 20
264 334 -2
264 344 26
264 350 33
264 402 43
264 433 28
264 443 38
264 473 41
264 474 21
264 507 13
264 565 33
264 627 47
264 631 34
264 639 20
264 662 31
264 675 17
264 685 48
264 706 22
264 712 50
264 719 41
264 721 24
264 733 5
264 734 7
264 735 34
264 745 7
264 793 37
264 867 21
264 871 4
264 886 4
264 923 16
264 926 5
264 944 21
264 978 39
264 991 -1
264 993 17
265 8 11
265 16 30
265 19 24
265 81 29
265 124 45
265 133 8
265 168 27
265 179 33
265 184 23
265 189 2
265 197 18
265 220 43
265 240 24
265 241 20
265 258 2
265 332 49
265 354 49
265 375 1
265 378 32
265 383 32
265 411 17
265 414 15
265 467 6
265 476 -2
265 480 50
265 493 46
265 512 18
265 521 29
265 532 19
265 539 26
265 546 50
265 557 50
265 583 28
265 601 16
265 648 47
265 693 44
265 741 46
265 752 15
265 762 14
265 775 13
265 815 8
265 824 44
265 827 22
265 828 16
265 855 12
265 883 7
265 884 15
265 885 36
265 969 50
265 999 26
266 4 24
266 55 2
266 105 14
266 110 21
266 127 26
266 198 27
266 214 7
266 249 42
266 269 19
266 289 16
266 303 27
266 308 19
266 319 38
266 339 49
266 362 7
266 411 31
266 432 12
266 456 -2
266 480 48
266 493 -1
266 503 20
266 513 6
266 516 -1
266 522 37
266 524 28
266 526 34
266 550 6
266 570 30
266 575 21
266 593 29
266 634 0
266 636 16
266 651 17
266 686 39
266 692 -1
266 701 26
266 718 20
266 754 10
266 794 5
266 821 2
266 841 34
266 865 45
266 889 9
266 932 50
266 936 46
266 964 1
266 970 40
266 971 50
267 23 15
267 29 22
267 59 10
267 60 43
267 72 30
267 80 44
267 96 23
267 132 39
267 154 19
267 177 48
267 194 12
267 235 39
267 260 19
267 315 10
267 322 17
267 347 2
267 392 0
267 403 44
267 429 14
267 435 44
267 463 33
267 470 17
267 487 8
267 545 33
267 579 42
267 591 3
267 592 33
267 607 18
267 677 18
267 678 50
267 701 4
267 707 16
267 708 15
267 746 26
267 763 22
267 781 40
267 842 21
267 862 24
267 870 17
267 888 24
267 892 23
267 898 12
267 933 32
267 946 45
267 961 -1
267 964 8
267 965 11
267 970 5
268 13 0
268 16 18
268 35 21
268 50 18
268 65 10
268 73 46
268 102 9
268 113 25
268 145 14
268 146 37
268 186 -1
268 193 41
268 214 19
268 228 17
268 246 43
268 249 21
268 256 20
268 290 44
268 296 43
268 333 32
268 396 25
268 406 5
268 420 2
268 421 21
268 430 27
268 435 0
268 476 7
268 492 21
268 556 4
268 562 23
268 574 27
268 578 14
268 628 24
268 679 37
268 716 24
268 817 14
268 853 19
268 900 32
268 934 6
268 938 -2
268 955 50
268 956 27
268 1000 -2
269 4 41
269 22 0
269 25 39
269 38 43
269 42 1
269 62 14
269 73 8
269 158 44
269 179 9
269 181 11
269 213 25
269 249 16
269 286 0
269 294 2
269 304 11
269 369 26
269 390 37
269 472 16
269 478 26
269 505 12
269 506 28
269 562 25
269 565 26
269 576 27
269 578 38
269 685 7
269 692 22
269 698 24
269 709 25
269 729 1
269 734 8
269 768 46
269 800 48
269 801 48
269 802 31
269 824 49
269 854 8
269 901 43
269 932 42
269 957 15
269 970 26
269 978 14
269 983 -1
269 990 24
269 995 2
269 996 27
270 9 8
270 65 47
270 154 28
270 207 41
270 287 27
270 348 44
270 372 36
270 395 16
270 404 40
270 429 26
270 454 25
270 540 20
270 555 40
270 580 20
270 583 20
270 594 -1
270 607 21
270 644 32
270 663 1
270 683 15
270 718 44
270 744 19
270 763 13
270 771 25
270 791 14
270 800 3
270 803 18
270 805 8
270 828 44
270 873 38
270 883 42
270 884 26
270 931 44
270 995 33
271 9 29
271 14 3
271 29 30
271 81 24
271 83 17
271 95 40
271 105 19
271 154 10
271 156 33
271 163 40
271 166 26
271 185 9
271 236 18
271 237 45
271 242 -1
271 277 14
271 283 29
271 307 40
271 313 16
271 317 24
271 333 -2
271 367 38
271 381 45
271 389 -1
271 402 44
271 406 12
271 418 30
271 436 19
271 448 43
271 481 14
271 493 28
271 581 21
271 592 20
271 626 47
271 652 35
271 664 35
271 666 50
271 679 35
271 722 33
271 736 17
271 763 40
271 804 6
271 805 47
271 818 6
271 820 16
271 842 44
271 850 23
271 857 36
271 870 34
271 904 31
271 927 16
271 929 6
271 936 43
271 968 13
271 970 11
271 991 11
271 993 36
272 4 47
272 30 5
272 44 -2
272 48 16
272 96 -2
272 99 17
272 100 40
272 108 13
272 134 1
272 162 43
272 166 35
272 168 2
272 195 16
272 208 47
272 209 27
272 215 28
272 242 5
272 246 19
272 279 35
272 287 29
272 321 4
272 322 14
272 365 19
272 397 48
272 419 35
272 466 28
272 477 22
272 503 11
272 511 17
272 515 9
272 525 11
272 529 45
272 558 7
272 577 12
272 583 24
272 604 -2
272 615 10
272 631 21
272 718 26
272 790 49
272 805 -2
272 806 21
272 821 33
272 844 3
272 855 41
272 856 18
272 888 40
272 908 34
272 911 13
272 912 35
272 925 26
272 934 36
272 947 36
272 954 23
272 963 42
272 996 2
273 14 41
273 17 49
273 24 19
273 75 1
273 83 5
273 89 26
273 93 5
273 134 17
273 141 37
273 154 13
273 184 15
273 189 30
273 191 5
273 210 25
273 235 32
273 260 44
273 266 3
273 269 8
273 294 13
273 316 5
273 332 46
273 371 9
273 394 20
273 403 42
273 420 32
273 434 15
273 443 38
273 480 -1
273 486 40
273 490 14
273 493 1
273 503 41
273 512 -1
273 545 28
273 559 46
273 597 44
273 616 35
273 625 14
273 655 24
273 656 0
273 661 7
273 685 26
273 716 28
273 720 30
273 802 10
273 829 38
273 846 40
273 855 9
273 869 29
273 884 44
273 895 38
273 969 22
273 971 38
273 984 12
274 1 20
274 55 7
274 89 7
274 109 14
274 127 3
274 128 47
274 129 11
274 163 32
274 170 10
274 210 50
274 225 2
274 229 9
274 283 16
274 319 45
274 379 37
274 430 21
274 436 44
274 454 26
274 509 24
274 519 37
274 538 25
274 543 5
274 561 14
274 582 17
274 592 20
274 601 15
274 611 47
274 620 19
274 627 42
274 630 8
274 644 41
274 692 -2
274 730 15
274 743 42
274 779 36
274 799 16
274 801 10
274 805 22
274 809 38
274 822 23
274 824 11
274 861 9
274 909 17
274 932 24
274 970 22
274 977 41
274 979 19
274 983 28
274 994 1
275 4 2
275 33 44
275 52 17
275 76 20
275 81 45
275 94 31
275 111 30
275 114 11
275 116 50
275 130 39
275 161 7
275 169 3
275 185 7
275 189 43
275 248 48
275 256 23
275 261 19
275 267 29
275 290 49
275 297 43
275 304 30
275 309 48
275 325 0
275 338 47
275 339 40
275 351 30
275 358 25
275 364 49
275 370 41
275 371 20
275 379 13
275 404 4
275 413 32
275 468 1
275 469 36
275 472 32
275 488 21
275 518 21
275 530 12
275 533 28
275 536 44
275 540 35
275 544 8
275 547 23
275 555 33
275 559 3
275 564 42
275 572 18
275 581 42
275 598 33
275 625 48
275 627 9
275 648 50
275 692 17
275 698 28
275 708 9
275 718 22
275 724 48
275 741 32
275 749 35
275 759 -1
275 779 3
275 803 33
275 830 14
275 836 21
275 877 38
275 883 3
275 885 21
275 917 20
275 926 4
275 928 43
275 942 32
276 15 38
276 60 24
276 77 32
276 108 22
276 123 27
276 192 -1
276 223 35
276 226 26
276 239 35
276 256 7
276 272 48
276 290 17
276 295 45
276 305 23
276 344 33
276 372 18
276 400 36
276 413 39
276 439 13
276 467 43
276 482 16
276 484 4
276 488 15
276 505 12
276 520 16
276 535 15
276 560 19
276 562 5
276 565 -2
276 583 14
276 610 1
276 622 7
276 641 32
276 650 23
276 655 16
276 657 29
276 684 36
276 707 38
276 713 17
276 733 6
276 734 36
276 760 13
276 810 17
276 839 9
276 845 35
276 871 17
276 877 25
276 899 24
276 913 37
276 917 15
276 918 11
276 947 21
276 968 6
276 969 45
276 997 41
277 1 10
277 16 11
277 20 24
277 37 28
277 43 32
277 72 34
277 79 26
277 98 41
277 134 46
277 141 35
277 179 40
277 205 43
277 225 1
277 257 48
277 264 0
277 295 -2
277 303 12
277 310 18
277 319 48
277 333 43
277 339 35
277 353 4
277 358 0
277 360 6
277 361 39
277 374 15
277 402 16
277 450 -2
277 453 17
277 459 33
277 470 -2
277 473 33
277 479 22
277 486 36
277 491 5
277 520 39
277 527 21
277 535 43
277 543 24
277 561 45
277 562 41
277 574 28
277 589 49
277 592 19
277 662 48
277 686 33
277 690 -1
277 713 39
277 730 20
277 731 28
277 777 7
277 840 6
277 854 39
277 856 20
277 857 11
277 873 14
277 895 35
277 915 19
277 962 36
278 13 39
278 24 14
278 30 37
278 53 26
278 65 48
278 84 10
278 88 6
278 102 21
278 106 27
